Type;Le nom complet du compte;Nom du compte;Code du compte;Description;Couleur du compte;Notes;Symbole;Espace de noms;Caché;Informations d'imposition;Virtuel
EXPENSE;6 COMPTES DE CHARGES:64 Charges de personnel:647 Autres cotisations sociales:6475 Médecine du travail, pharmacie;6475 Médecine du travail, pharmacie;6475;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:64 Charges de personnel:648 Autres charges de personnel;648 Autres charges de personnel;648;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:64 Charges de personnel:649 Remboursements de charges de personnel;649 Remboursements de charges de personnel;649;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:65 Autres charges de gestion courante;65 Autres charges de gestion courante;65;;;;EUR;CURRENCY;F;F;T
EXPENSE;6 COMPTES DE CHARGES:65 Autres charges de gestion courante:651 Redevances pour concessions, brevets, licences, marques, procédés, solutions informatiques, droits et valeurs similaires;651 Redevances pour concessions, brevets, licences, marques, procédés, solutions informatiques, droits et valeurs similaires;651;;;;EUR;CURRENCY;F;F;T
EXPENSE;6 COMPTES DE CHARGES:65 Autres charges de gestion courante:651 Redevances pour concessions, brevets, licences, marques, procédés, solutions informatiques, droits et valeurs similaires:6511 Redevances pour concessions, brevets, licences, marques, procédés, solutions informatiques;6511 Redevances pour concessions, brevets, licences, marques, procédés, solutions informatiques;6511;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:65 Autres charges de gestion courante:651 Redevances pour concessions, brevets, licences, marques, procédés, solutions informatiques, droits et valeurs similaires:6516 Droits d'auteur et de reproduction;6516 Droits d'auteur et de reproduction;6516;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:65 Autres charges de gestion courante:651 Redevances pour concessions, brevets, licences, marques, procédés, solutions informatiques, droits et valeurs similaires:6518 Autres droits et valeurs similaires;6518 Autres droits et valeurs similaires;6518;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:65 Autres charges de gestion courante:653 Rémunérations de l’activité des administrateurs et des gérants;653 Rémunérations de l’activité des administrateurs et des gérants;653;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:65 Autres charges de gestion courante:654 Pertes sur créances irrécouvrables;654 Pertes sur créances irrécouvrables;654;;;;EUR;CURRENCY;F;F;T
EXPENSE;6 COMPTES DE CHARGES:65 Autres charges de gestion courante:654 Pertes sur créances irrécouvrables:6541 Créances de l'exercice;6541 Créances de l'exercice;6541;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:65 Autres charges de gestion courante:654 Pertes sur créances irrécouvrables:6544 Créances des exercices antérieurs;6544 Créances des exercices antérieurs;6544;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:65 Autres charges de gestion courante:655 Quote-part de résultat sur opérations faites en commun;655 Quote-part de résultat sur opérations faites en commun;655;;;;EUR;CURRENCY;F;F;T
EXPENSE;6 COMPTES DE CHARGES:65 Autres charges de gestion courante:655 Quote-part de résultat sur opérations faites en commun:6551 Quote- part de bénéfice transférée - comptabilité du gérant;6551 Quote- part de bénéfice transférée - comptabilité du gérant;6551;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:65 Autres charges de gestion courante:655 Quote-part de résultat sur opérations faites en commun:6555 Quote- part de perte supportée - comptabilité des associés non gérants;6555 Quote- part de perte supportée - comptabilité des associés non gérants;6555;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:65 Autres charges de gestion courante:656 Pertes de change sur créances et dettes commerciales;656 Pertes de change sur créances et dettes commerciales;656;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:65 Autres charges de gestion courante:657 Valeurs comptables des immobilisations incorporelles et corporelles cédées;657 Valeurs comptables des immobilisations incorporelles et corporelles cédées;657;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:65 Autres charges de gestion courante:658 Pénalités et autres charges;658 Pénalités et autres charges;658;;;;EUR;CURRENCY;F;F;T
EXPENSE;6 COMPTES DE CHARGES:65 Autres charges de gestion courante:658 Pénalités et autres charges:6581 Pénalités sur marchés (et dédits payés sur achats et ventes);6581 Pénalités sur marchés (et dédits payés sur achats et ventes);6581;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:65 Autres charges de gestion courante:658 Pénalités et autres charges:6582 Pénalités, amendes fiscales et pénales;6582 Pénalités, amendes fiscales et pénales;6582;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:65 Autres charges de gestion courante:658 Pénalités et autres charges:6583 Malis provenant de clau ses d’indexation;6583 Malis provenant de clau ses d’indexation;6583;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:65 Autres charges de gestion courante:658 Pénalités et autres charges:6584 Lots;6584 Lots;6584;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:65 Autres charges de gestion courante:658 Pénalités et autres charges:6588 Opérations de constitution ou liquidation des fiducies;6588 Opérations de constitution ou liquidation des fiducies;6588;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:66 Charges financières;66 Charges financières;66;;;;EUR;CURRENCY;F;F;T
EXPENSE;6 COMPTES DE CHARGES:66 Charges financières:661 Charges d'intérêts;661 Charges d'intérêts;661;;;;EUR;CURRENCY;F;F;T
EXPENSE;6 COMPTES DE CHARGES:66 Charges financières:661 Charges d'intérêts:6611 Intérêts des emprunts et dettes;6611 Intérêts des emprunts et dettes;6611;;;;EUR;CURRENCY;F;F;T
EXPENSE;6 COMPTES DE CHARGES:66 Charges financières:661 Charges d'intérêts:6611 Intérêts des emprunts et dettes:66116 Intérêts des emprunts et dettes assimilées;66116 Intérêts des emprunts et dettes assimilées;66116;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:66 Charges financières:661 Charges d'intérêts:6611 Intérêts des emprunts et dettes:66117 Intérê ts des dettes rattachées à des participations;66117 Intérê ts des dettes rattachées à des participations;66117;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:66 Charges financières:661 Charges d'intérêts:6612 Charges de la fiducie, résultat de la période;6612 Charges de la fiducie, résultat de la période;6612;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:66 Charges financières:661 Charges d'intérêts:6615 Intérêts des comptes courants et des dépôts créditeurs;6615 Intérêts des comptes courants et des dépôts créditeurs;6615;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:66 Charges financières:661 Charges d'intérêts:6616 Intérêts bancaires et sur opérations de financement (escompte…);6616 Intérêts bancaires et sur opérations de financement (escompte…);6616;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:66 Charges financières:661 Charges d'intérêts:6617 Intérêts des obligations cautionnées;6617 Intérêts des obligations cautionnées;6617;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:66 Charges financières:661 Charges d'intérêts:6618 Intérêts des autres dettes;6618 Intérêts des autres dettes;6618;;;;EUR;CURRENCY;F;F;T
EXPENSE;6 COMPTES DE CHARGES:66 Charges financières:661 Charges d'intérêts:6618 Intérêts des autres dettes:66181 Intérêts des dettes commerciales;66181 Intérêts des dettes commerciales;66181;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:66 Charges financières:661 Charges d'intérêts:6618 Intérêts des autres dettes:66188 Intérêts des dettes diverses;66188 Intérêts des dettes diverses;66188;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:66 Charges financières:664 Pertes sur créances liées à des participations;664 Pertes sur créances liées à des participations;664;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:66 Charges financières:665 Escomptes accordés;665 Escomptes accordés;665;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:66 Charges financières:666 Pertes de change financières;666 Pertes de change financières;666;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:66 Charges financières:667 Charges sur cession d’éléments financiers;667 Charges sur cession d’éléments financiers;667;;;;EUR;CURRENCY;F;F;T
EXPENSE;6 COMPTES DE CHARGES:66 Charges financières:667 Charges sur cession d’éléments financiers:6671 Valeurs comptables des immobilisations financières cédées;6671 Valeurs comptables des immobilisations financières cédées;6671;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:66 Charges financières:667 Charges sur cession d’éléments financiers:6672 Charges nettes sur cessions de titres immobilisés de l’activité de portefeuille;6672 Charges nettes sur cessions de titres immobilisés de l’activité de portefeuille;6672;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:66 Charges financières:667 Charges sur cession d’éléments financiers:6673 Charges nettes sur cessions de valeurs mobilières de placement;6673 Charges nettes sur cessions de valeurs mobilières de placement;6673;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:66 Charges financières:667 Charges sur cession d’éléments financiers:6674 Charges nettes sur cessions de jetons668 Autres charges financières;6674 Charges nettes sur cessions de jetons668 Autres charges financières;6674;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:66 Charges financières:667 Charges sur cession d’éléments financiers:6683 Mali provenant du rachat par l’entité d’actions et obligations émises par elle-même;6683 Mali provenant du rachat par l’entité d’actions et obligations émises par elle-même;6683;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:67 Charges exceptionnelles;67 Charges exceptionnelles;67;;;;EUR;CURRENCY;F;F;T
EXPENSE;6 COMPTES DE CHARGES:67 Charges exceptionnelles:672 Charges sur exercices antérieurs;672 Charges sur exercices antérieurs;672;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:67 Charges exceptionnelles:678 Autres charges exceptionnelles;678 Autres charges exceptionnelles;678;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:68 Dotations aux amortissements, aux dépréciations et aux provisions;68 Dotations aux amortissements, aux dépréciations et aux provisions;68;;;;EUR;CURRENCY;F;F;T
EXPENSE;6 COMPTES DE CHARGES:68 Dotations aux amortissements, aux dépréciations et aux provisions:681 Dotations aux amortissements, aux dépréciations et aux provisions;681 Dotations aux amortissements, aux dépréciations et aux provisions;681;(à inscrire dans les charges d'exploitation);;;EUR;CURRENCY;F;F;T
EXPENSE;6 COMPTES DE CHARGES:68 Dotations aux amortissements, aux dépréciations et aux provisions:681 Dotations aux amortissements, aux dépréciations et aux provisions:6811 Dotations aux amortissements sur immobilisations incorporelles et corporelles;6811 Dotations aux amortissements sur immobilisations incorporelles et corporelles;6811;;;;EUR;CURRENCY;F;F;T
EXPENSE;6 COMPTES DE CHARGES:68 Dotations aux amortissements, aux dépréciations et aux provisions:681 Dotations aux amortissements, aux dépréciations et aux provisions:6811 Dotations aux amortissements sur immobilisations incorporelles et corporelles:68111 Immobilisations incorporelles et frais d’établissement;68111 Immobilisations incorporelles et frais d’établissement;68111;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:68 Dotations aux amortissements, aux dépréciations et aux provisions:681 Dotations aux amortissements, aux dépréciations et aux provisions:6811 Dotations aux amortissements sur immobilisations incorporelles et corporelles:68112 Immobilisations corporelles;68112 Immobilisations corporelles;68112;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:68 Dotations aux amortissements, aux dépréciations et aux provisions:681 Dotations aux amortissements, aux dépréciations et aux provisions:6815 Dotations aux provisions d'exploitation;6815 Dotations aux provisions d'exploitation;6815;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:68 Dotations aux amortissements, aux dépréciations et aux provisions:681 Dotations aux amortissements, aux dépréciations et aux provisions:6816 Dotations pour dépréciations des immobilisations incorporelles et corporelles;6816 Dotations pour dépréciations des immobilisations incorporelles et corporelles;6816;;;;EUR;CURRENCY;F;F;T
EXPENSE;6 COMPTES DE CHARGES:68 Dotations aux amortissements, aux dépréciations et aux provisions:681 Dotations aux amortissements, aux dépréciations et aux provisions:6816 Dotations pour dépréciations des immobilisations incorporelles et corporelles:68161 Immobilisations incorporelles;68161 Immobilisations incorporelles;68161;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:68 Dotations aux amortissements, aux dépréciations et aux provisions:681 Dotations aux amortissements, aux dépréciations et aux provisions:6816 Dotations pour dépréciations des immobilisations incorporelles et corporelles:68162 Immobilisations corporelles;68162 Immobilisations corporelles;68162;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:68 Dotations aux amortissements, aux dépréciations et aux provisions:681 Dotations aux amortissements, aux dépréciations et aux provisions:6817 Dotations pour dépréciations des actifs circulants;6817 Dotations pour dépréciations des actifs circulants;6817;;;;EUR;CURRENCY;F;F;T
EXPENSE;6 COMPTES DE CHARGES:68 Dotations aux amortissements, aux dépréciations et aux provisions:681 Dotations aux amortissements, aux dépréciations et aux provisions:6817 Dotations pour dépréciations des actifs circulants:68173 Stocks et en-cours;68173 Stocks et en-cours;68173;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:68 Dotations aux amortissements, aux dépréciations et aux provisions:681 Dotations aux amortissements, aux dépréciations et aux provisions:6817 Dotations pour dépréciations des actifs circulants:68174 Créances;68174 Créances;68174;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:68 Dotations aux amortissements, aux dépréciations et aux provisions:686 Dotations aux amortissements, aux dépréciations et aux provisions;686 Dotations aux amortissements, aux dépréciations et aux provisions;686;(à inscrire dans les charges financières);;;EUR;CURRENCY;F;F;T
EXPENSE;6 COMPTES DE CHARGES:68 Dotations aux amortissements, aux dépréciations et aux provisions:686 Dotations aux amortissements, aux dépréciations et aux provisions:6861 Dotations aux amortissements des primes de remboursement des emprunts;6861 Dotations aux amortissements des primes de remboursement des emprunts;6861;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:68 Dotations aux amortissements, aux dépréciations et aux provisions:686 Dotations aux amortissements, aux dépréciations et aux provisions:6862 Dotations aux amortissements des frais d'émission des emprunts;6862 Dotations aux amortissements des frais d'émission des emprunts;6862;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:68 Dotations aux amortissements, aux dépréciations et aux provisions:686 Dotations aux amortissements, aux dépréciations et aux provisions:6865 Dotations aux provisions financières;6865 Dotations aux provisions financières;6865;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:68 Dotations aux amortissements, aux dépréciations et aux provisions:686 Dotations aux amortissements, aux dépréciations et aux provisions:6866 Dotations pour dépréciation des éléments financiers;6866 Dotations pour dépréciation des éléments financiers;6866;;;;EUR;CURRENCY;F;F;T
EXPENSE;6 COMPTES DE CHARGES:68 Dotations aux amortissements, aux dépréciations et aux provisions:686 Dotations aux amortissements, aux dépréciations et aux provisions:6866 Dotations pour dépréciation des éléments financiers:68662 Immobilisations financières;68662 Immobilisations financières;68662;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:68 Dotations aux amortissements, aux dépréciations et aux provisions:686 Dotations aux amortissements, aux dépréciations et aux provisions:6866 Dotations pour dépréciation des éléments financiers:68665 Valeurs mobilières de placement;68665 Valeurs mobilières de placement;68665;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:68 Dotations aux amortissements, aux dépréciations et aux provisions:687 Dotations aux amortissements, aux dépréciations et aux provisions;687 Dotations aux amortissements, aux dépréciations et aux provisions;687;(à inscrire dans les charges exceptionnelles);;;EUR;CURRENCY;F;F;T
EXPENSE;6 COMPTES DE CHARGES:68 Dotations aux amortissements, aux dépréciations et aux provisions:687 Dotations aux amortissements, aux dépréciations et aux provisions:6871 Dotations aux amortissements exceptionnels des immobilisations;6871 Dotations aux amortissements exceptionnels des immobilisations;6871;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:68 Dotations aux amortissements, aux dépréciations et aux provisions:687 Dotations aux amortissements, aux dépréciations et aux provisions:6872 Dotations aux provisions réglementées (immobilisations);6872 Dotations aux provisions réglementées (immobilisations);6872;;;;EUR;CURRENCY;F;F;T
EXPENSE;6 COMPTES DE CHARGES:68 Dotations aux amortissements, aux dépréciations et aux provisions:687 Dotations aux amortissements, aux dépréciations et aux provisions:6872 Dotations aux provisions réglementées (immobilisations):68725 Amortissements dérogatoires;68725 Amortissements dérogatoires;68725;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:68 Dotations aux amortissements, aux dépréciations et aux provisions:687 Dotations aux amortissements, aux dépréciations et aux provisions:6873 Dotations aux provisions réglementées (stocks);6873 Dotations aux provisions réglementées (stocks);6873;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:68 Dotations aux amortissements, aux dépréciations et aux provisions:687 Dotations aux amortissements, aux dépréciations et aux provisions:6874 Dotations aux autres provisions réglementées;6874 Dotations aux autres provisions réglementées;6874;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:68 Dotations aux amortissements, aux dépréciations et aux provisions:687 Dotations aux amortissements, aux dépréciations et aux provisions:6875 Dotations aux provisions exceptionnelles;6875 Dotations aux provisions exceptionnelles;6875;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:68 Dotations aux amortissements, aux dépréciations et aux provisions:687 Dotations aux amortissements, aux dépréciations et aux provisions:6876 Dotations pour dépréciations exceptionnelles;6876 Dotations pour dépréciations exceptionnelles;6876;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:69 Participation des salariés - Impôts sur les bénéfices et assimilés;69 Participation des salariés - Impôts sur les bénéfices et assimilés;69;;;;EUR;CURRENCY;F;F;T
EXPENSE;6 COMPTES DE CHARGES:69 Participation des salariés - Impôts sur les bénéfices et assimilés:691 Participation des salariés aux résultats;691 Participation des salariés aux résultats;691;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:69 Participation des salariés - Impôts sur les bénéfices et assimilés:695 Impôts sur les bénéfices;695 Impôts sur les bénéfices;695;;;;EUR;CURRENCY;F;F;T
EXPENSE;6 COMPTES DE CHARGES:69 Participation des salariés - Impôts sur les bénéfices et assimilés:695 Impôts sur les bénéfices:6951 Impôts dus en France;6951 Impôts dus en France;6951;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:69 Participation des salariés - Impôts sur les bénéfices et assimilés:695 Impôts sur les bénéfices:6952 Contribution additionnelle à l'impôt sur les bénéfices;6952 Contribution additionnelle à l'impôt sur les bénéfices;6952;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:69 Participation des salariés - Impôts sur les bénéfices et assimilés:695 Impôts sur les bénéfices:6954 Impôts dus à l'étranger;6954 Impôts dus à l'étranger;6954;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:69 Participation des salariés - Impôts sur les bénéfices et assimilés:696 Suppléments d'impôt sur les sociétés liés aux distributions;696 Suppléments d'impôt sur les sociétés liés aux distributions;696;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:69 Participation des salariés - Impôts sur les bénéfices et assimilés:698 Intégration fiscale;698 Intégration fiscale;698;;;;EUR;CURRENCY;F;F;T
EXPENSE;6 COMPTES DE CHARGES:69 Participation des salariés - Impôts sur les bénéfices et assimilés:698 Intégration fiscale:6981 Intégration fiscale - Charges;6981 Intégration fiscale - Charges;6981;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:69 Participation des salariés - Impôts sur les bénéfices et assimilés:698 Intégration fiscale:6989 Intégration fiscale - Produits;6989 Intégration fiscale - Produits;6989;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:69 Participation des salariés - Impôts sur les bénéfices et assimilés:699 Produits - Reports en arrière des déficits;699 Produits - Reports en arrière des déficits;699;;;;EUR;CURRENCY;F;F;F
INCOME;7 COMPTES DE PRODUITS;7 COMPTES DE PRODUITS;7;;;;EUR;CURRENCY;F;F;T
INCOME;7 COMPTES DE PRODUITS:70 Ventes de produits fabriqués, prestations de services, marchandises;70 Ventes de produits fabriqués, prestations de services, marchandises;70;;;;EUR;CURRENCY;F;F;T
INCOME;7 COMPTES DE PRODUITS:70 Ventes de produits fabriqués, prestations de services, marchandises:701 Ventes de produits finis;701 Ventes de produits finis;701;;;;EUR;CURRENCY;F;F;F
INCOME;7 COMPTES DE PRODUITS:70 Ventes de produits fabriqués, prestations de services, marchandises:702 Ventes de produits intermédiaires;702 Ventes de produits intermédiaires;702;;;;EUR;CURRENCY;F;F;F
INCOME;7 COMPTES DE PRODUITS:70 Ventes de produits fabriqués, prestations de services, marchandises:703 Ventes de produits résiduels;703 Ventes de produits résiduels;703;;;;EUR;CURRENCY;F;F;F
INCOME;7 COMPTES DE PRODUITS:70 Ventes de produits fabriqués, prestations de services, marchandises:704 Travaux;704 Travaux;704;;;;EUR;CURRENCY;F;F;F
INCOME;7 COMPTES DE PRODUITS:70 Ventes de produits fabriqués, prestations de services, marchandises:705 Études;705 Études;705;;;;EUR;CURRENCY;F;F;F
INCOME;7 COMPTES DE PRODUITS:70 Ventes de produits fabriqués, prestations de services, marchandises:706 Prestations de services;706 Prestations de services;706;;;;EUR;CURRENCY;F;F;F
INCOME;7 COMPTES DE PRODUITS:70 Ventes de produits fabriqués, prestations de services, marchandises:707 Ventes de marchandises;707 Ventes de marchandises;707;;;;EUR;CURRENCY;F;F;F
INCOME;7 COMPTES DE PRODUITS:70 Ventes de produits fabriqués, prestations de services, marchandises:708 Produits des activités annexes;708 Produits des activités annexes;708;;;;EUR;CURRENCY;F;F;T
INCOME;7 COMPTES DE PRODUITS:70 Ventes de produits fabriqués, prestations de services, marchandises:708 Produits des activités annexes:7081 Produits des services exploités dans l'intérêt du personnel;7081 Produits des services exploités dans l'intérêt du personnel;7081;;;;EUR;CURRENCY;F;F;F
INCOME;7 COMPTES DE PRODUITS:70 Ventes de produits fabriqués, prestations de services, marchandises:708 Produits des activités annexes:7082 Commissions et courtages;7082 Commissions et courtages;7082;;;;EUR;CURRENCY;F;F;F
INCOME;7 COMPTES DE PRODUITS:70 Ventes de produits fabriqués, prestations de services, marchandises:708 Produits des activités annexes:7083 Locations diverses;7083 Locations diverses;7083;;;;EUR;CURRENCY;F;F;F
INCOME;7 COMPTES DE PRODUITS:70 Ventes de produits fabriqués, prestations de services, marchandises:708 Produits des activités annexes:7084 Mise à disposition de personnel facturée;7084 Mise à disposition de personnel facturée;7084;;;;EUR;CURRENCY;F;F;F
INCOME;7 COMPTES DE PRODUITS:70 Ventes de produits fabriqués, prestations de services, marchandises:708 Produits des activités annexes:7085 Ports et frais accessoires facturés;7085 Ports et frais accessoires facturés;7085;;;;EUR;CURRENCY;F;F;F
INCOME;7 COMPTES DE PRODUITS:70 Ventes de produits fabriqués, prestations de services, marchandises:708 Produits des activités annexes:7086 Bonis sur reprises d'emballages consignés;7086 Bonis sur reprises d'emballages consignés;7086;;;;EUR;CURRENCY;F;F;F
INCOME;7 COMPTES DE PRODUITS:70 Ventes de produits fabriqués, prestations de services, marchandises:708 Produits des activités annexes:7087 Bonifications obtenues des clients et primes sur ventes;7087 Bonifications obtenues des clients et primes sur ventes;7087;;;;EUR;CURRENCY;F;F;F
INCOME;7 COMPTES DE PRODUITS:70 Ventes de produits fabriqués, prestations de services, marchandises:708 Produits des activités annexes:7088 Autres produit s d'activités annexes (cessions d'approvisionnements);7088 Autres produit s d'activités annexes (cessions d'approvisionnements);7088;;;;EUR;CURRENCY;F;F;F
INCOME;7 COMPTES DE PRODUITS:70 Ventes de produits fabriqués, prestations de services, marchandises:709 Rabais, remises et ristournes accordés;709 Rabais, remises et ristournes accordés;709;;;;EUR;CURRENCY;F;F;T
INCOME;7 COMPTES DE PRODUITS:70 Ventes de produits fabriqués, prestations de services, marchandises:709 Rabais, remises et ristournes accordés:7091 Rabais, remises et ristournes accordés sur ventes de produits finis;7091 Rabais, remises et ristournes accordés sur ventes de produits finis;7091;;;;EUR;CURRENCY;F;F;F
INCOME;7 COMPTES DE PRODUITS:70 Ventes de produits fabriqués, prestations de services, marchandises:709 Rabais, remises et ristournes accordés:7092 Rabais, remises et ristournes accordés sur ventes de produits intermédiaires;7092 Rabais, remises et ristournes accordés sur ventes de produits intermédiaires;7092;;;;EUR;CURRENCY;F;F;F
INCOME;7 COMPTES DE PRODUITS:70 Ventes de produits fabriqués, prestations de services, marchandises:709 Rabais, remises et ristournes accordés:7094 Rabais, remises et ristournes accordés sur travaux;7094 Rabais, remises et ristournes accordés sur travaux;7094;;;;EUR;CURRENCY;F;F;F
INCOME;7 COMPTES DE PRODUITS:70 Ventes de produits fabriqués, prestations de services, marchandises:709 Rabais, remises et ristournes accordés:7095 Rabais, remises et ristournes accordés sur études;7095 Rabais, remises et ristournes accordés sur études;7095;;;;EUR;CURRENCY;F;F;F
INCOME;7 COMPTES DE PRODUITS:70 Ventes de produits fabriqués, prestations de services, marchandises:709 Rabais, remises et ristournes accordés:7096 Rabais, remises et ristournes accordés sur prestations de services;7096 Rabais, remises et ristournes accordés sur prestations de services;7096;;;;EUR;CURRENCY;F;F;F
INCOME;7 COMPTES DE PRODUITS:70 Ventes de produits fabriqués, prestations de services, marchandises:709 Rabais, remises et ristournes accordés:7097 Rabais, remises et ristournes accordés sur ventes de marchandises;7097 Rabais, remises et ristournes accordés sur ventes de marchandises;7097;;;;EUR;CURRENCY;F;F;F
INCOME;7 COMPTES DE PRODUITS:70 Ventes de produits fabriqués, prestations de services, marchandises:709 Rabais, remises et ristournes accordés:7098 Rabais, remises et ristournes accordés sur produits des activités annexes;7098 Rabais, remises et ristournes accordés sur produits des activités annexes;7098;;;;EUR;CURRENCY;F;F;F
INCOME;7 COMPTES DE PRODUITS:71 Production stockée (ou déstockage);71 Production stockée (ou déstockage);71;;;;EUR;CURRENCY;F;F;T
INCOME;7 COMPTES DE PRODUITS:71 Production stockée (ou déstockage):713 Variation des stocks des en-cours de production et de produits;713 Variation des stocks des en-cours de production et de produits;713;;;;EUR;CURRENCY;F;F;T
INCOME;7 COMPTES DE PRODUITS:71 Production stockée (ou déstockage):713 Variation des stocks des en-cours de production et de produits:7133 Variation des en-cours de production de biens;7133 Variation des en-cours de production de biens;7133;;;;EUR;CURRENCY;F;F;T
INCOME;7 COMPTES DE PRODUITS:71 Production stockée (ou déstockage):713 Variation des stocks des en-cours de production et de produits:7133 Variation des en-cours de production de biens:71331 Produits en cours;71331 Produits en cours;71331;;;;EUR;CURRENCY;F;F;F
INCOME;7 COMPTES DE PRODUITS:71 Production stockée (ou déstockage):713 Variation des stocks des en-cours de production et de produits:7133 Variation des en-cours de production de biens:71335 Travaux en cours;71335 Travaux en cours;71335;;;;EUR;CURRENCY;F;F;F
INCOME;7 COMPTES DE PRODUITS:71 Production stockée (ou déstockage):713 Variation des stocks des en-cours de production et de produits:7134 Variation des en-cours de production de services;7134 Variation des en-cours de production de services;7134;;;;EUR;CURRENCY;F;F;T
